Medicine_ID,Medicine_Name,Category,Manufacturer,Is_Critical,Month,Opening_Stock,Restock_Qty,Monthly_Demand,Fulfilled_Demand,Stockout_Units,Stockout_Flag,Closing_Stock,Lead_Time_Days,Unit_Cost_INR,Holding_Cost_Percent,Ordering_Cost_INR,Shelf_Life_Months
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2025-12,53,5623,6182,5676,506,Yes,0,14,302.17,0.27,67.61,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-01,0,7233,5956,5956,0,No,1277,14,302.17,0.27,69.22,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-02,1277,5677,5196,5196,0,No,1758,14,302.17,0.27,71.11,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-03,1758,0,5002,1758,3244,Yes,0,14,302.17,0.27,69.61,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-04,0,5276,5542,5276,266,Yes,0,14,305.39,0.27,69.45,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-05,0,4680,4733,4680,53,Yes,0,14,305.39,0.27,71.5,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-06,0,0,5447,0,5447,Yes,0,14,305.39,0.27,71.43,24
MED0221,Bupivacaine 100mg Capsule,Antidiabetic,Glenmark,Yes,2026-07,0,6806,5561,5561,0,No,1245,14,305.39,0.27,72.98,24
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2025-08,741,1190,1676,1676,0,No,255,7,760.64,0.23,132.4,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2025-09,255,1535,1911,1790,121,Yes,0,7,760.64,0.23,131.36,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2025-10,0,3038,2366,2366,0,No,672,7,760.64,0.23,129.57,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2025-11,672,3212,2728,2728,0,No,1156,7,760.64,0.23,127.09,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2025-12,1156,4710,3806,3806,0,No,2060,7,760.64,0.23,129.27,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-01,2060,4721,3807,3807,0,No,2974,7,760.64,0.23,128.32,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-02,2974,3758,3220,3220,0,No,3512,7,760.64,0.23,128.41,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-03,3512,2641,2476,2476,0,No,3677,7,760.64,0.23,128.35,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-04,3677,1775,2077,2077,0,No,3375,7,760.64,0.23,128.99,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-05,3375,1742,1570,1570,0,No,3547,7,760.64,0.23,132.04,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-06,3547,1675,1583,1583,0,No,3639,7,760.64,0.23,136.05,12
MED0222,Measles Vaccine 1g Tablet,Vitamin/Supplement,Lupin,No,2026-07,3639,1461,1708,1708,0,No,3392,7,760.64,0.23,135.28,12
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2025-08,689,3314,2987,2987,0,No,1016,5,346.47,0.19,104.75,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2025-09,1016,2190,2758,2758,0,No,448,5,346.47,0.19,106.91,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2025-10,448,3604,3014,3014,0,No,1038,5,346.47,0.19,108.66,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2025-11,1038,3811,3155,3155,0,No,1694,5,346.47,0.19,109.15,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2025-12,1694,1904,2557,2557,0,No,1041,5,346.47,0.19,112.16,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-01,1041,2768,3267,3267,0,No,542,5,346.47,0.19,110.18,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-02,542,2403,2998,2945,53,Yes,0,5,346.47,0.19,107.6,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-03,0,0,3018,0,3018,Yes,0,5,346.47,0.19,109.94,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-04,0,2387,2834,2387,447,Yes,0,5,346.47,0.19,109.54,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-05,0,2516,2715,2516,199,Yes,0,5,346.47,0.19,111.83,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-06,0,0,3119,0,3119,Yes,0,5,346.47,0.19,114.18,6
MED0223,Albendazole 5mg Tablet,Gastrointestinal,Intas,No,2026-07,0,2496,2703,2496,207,Yes,0,5,346.47,0.19,111.29,6
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2025-08,810,1491,1370,1370,0,No,931,7,378.09,0.26,106.88,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2025-09,931,1597,1812,1812,0,No,716,7,378.09,0.26,109.46,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2025-10,716,1215,1366,1366,0,No,565,7,378.09,0.26,109.11,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2025-11,565,1080,1397,1397,0,No,248,7,378.09,0.26,109.18,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2025-12,248,1683,1492,1492,0,No,439,7,378.09,0.26,110.03,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-01,439,1513,1643,1643,0,No,309,7,378.09,0.26,112.9,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-02,309,1257,1633,1566,67,Yes,0,7,378.09,0.26,109.66,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-03,0,1760,1771,1760,11,Yes,0,7,378.09,0.26,109.5,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-04,0,2217,1767,1767,0,No,450,7,378.09,0.26,110.76,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-05,450,1985,1694,1694,0,No,741,7,378.09,0.26,112.26,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-06,741,1888,1750,1750,0,No,879,7,378.09,0.26,113.56,24
MED0224,Mannitol 100mg Suspension,Respiratory,Cadila,No,2026-07,879,0,1560,879,681,Yes,0,7,378.09,0.26,111.1,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2025-08,507,1335,1677,1677,0,No,165,4,516.04,0.18,261.09,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2025-09,165,1410,1517,1517,0,No,58,4,516.04,0.18,257.79,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2025-10,58,0,1613,58,1555,Yes,0,4,516.04,0.18,255.47,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2025-11,0,1675,1536,1536,0,No,139,4,516.04,0.18,260.48,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2025-12,139,0,1567,139,1428,Yes,0,4,516.04,0.18,256.84,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-01,0,1445,1555,1445,110,Yes,0,4,516.04,0.18,252.08,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-02,0,1260,1398,1260,138,Yes,0,4,516.04,0.18,259.6,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-03,0,1749,1625,1625,0,No,124,4,516.04,0.18,251.52,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-04,124,1333,1326,1326,0,No,131,4,516.04,0.18,259.71,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-05,131,1861,1748,1748,0,No,244,4,516.04,0.18,262.62,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-06,244,1450,1792,1694,98,Yes,0,4,516.04,0.18,268.02,24
MED0225,Tetanus Toxoid 20mg Ointment,Cardiac,Aurobindo,No,2026-07,0,0,1745,0,1745,Yes,0,4,516.04,0.18,264.64,24
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2025-08,1063,0,1379,1063,316,Yes,0,10,12.25,0.18,144.58,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2025-09,0,1420,1291,1291,0,No,129,10,12.25,0.18,140.16,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2025-10,129,1127,1413,1256,157,Yes,0,10,12.25,0.18,142.33,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2025-11,0,1114,1201,1114,87,Yes,0,10,12.25,0.18,145.37,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2025-12,0,1536,1408,1408,0,No,128,10,12.25,0.18,147.56,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-01,128,1210,1116,1116,0,No,222,10,12.25,0.18,144.31,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-02,222,1550,1396,1396,0,No,376,10,12.25,0.18,146.62,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-03,376,1558,1469,1469,0,No,465,10,12.25,0.18,149.07,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-04,465,1345,1482,1482,0,No,328,10,12.25,0.18,150.51,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-05,328,0,1300,328,972,Yes,0,10,12.25,0.18,152.93,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-06,0,1178,1318,1178,140,Yes,0,10,12.25,0.18,156.08,36
MED0226,Isosorbide Dinitrate 5ml Suspension,Analgesic,Aurobindo,No,2026-07,0,1325,1115,1115,0,No,210,10,12.25,0.18,157.11,36
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2025-08,104,535,538,538,0,No,101,4,580.02,0.26,52.91,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2025-09,101,403,513,504,9,Yes,0,4,580.02,0.26,51.54,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2025-10,0,0,495,0,495,Yes,0,4,580.02,0.26,51.5,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2025-11,0,345,464,345,119,Yes,0,4,580.02,0.26,50.09,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2025-12,0,400,458,400,58,Yes,0,4,580.02,0.26,49.78,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-01,0,680,529,529,0,No,151,4,580.02,0.26,49.47,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-02,151,0,544,151,393,Yes,0,4,580.02,0.26,48.15,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-03,0,0,454,0,454,Yes,0,4,580.02,0.26,48.15,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-04,0,467,464,464,0,No,3,4,580.02,0.26,48.15,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-05,3,349,489,352,137,Yes,0,4,580.02,0.26,49.18,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-06,0,560,516,516,0,No,44,4,580.02,0.26,50.67,18
MED0227,Prednisolone 10mg Injection,Analgesic,Glenmark,No,2026-07,44,547,441,441,0,No,150,4,580.02,0.26,49.24,18
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2025-08,174,780,601,601,0,No,353,4,145.8,0.19,142.95,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2025-09,353,724,677,677,0,No,400,4,145.8,0.19,147.05,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2025-10,400,754,600,600,0,No,554,4,145.8,0.19,147.25,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2025-11,554,562,653,653,0,No,463,4,145.8,0.19,145.44,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2025-12,463,596,581,581,0,No,478,4,145.8,0.19,141.63,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-01,478,734,628,628,0,No,584,4,145.8,0.19,141.64,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-02,584,630,568,568,0,No,646,4,145.8,0.19,144.29,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-03,646,0,626,626,0,No,20,4,145.8,0.19,146.15,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-04,20,0,696,20,676,Yes,0,4,145.8,0.19,142.1,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-05,0,0,644,0,644,Yes,0,4,145.8,0.19,138.25,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-06,0,701,709,701,8,Yes,0,4,145.8,0.19,137.38,9
MED0228,Losartan 50mg Drops,Vaccine,Torrent,No,2026-07,0,843,675,675,0,No,168,4,145.8,0.19,135.54,9
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2025-08,559,1367,1556,1556,0,No,370,5,703.46,0.23,209.56,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2025-09,370,1453,1355,1355,0,No,468,5,703.46,0.23,206.03,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2025-10,468,1070,1488,1488,0,No,50,5,703.46,0.23,203.14,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2025-11,50,1247,1192,1192,0,No,105,5,703.46,0.23,207.15,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2025-12,105,1451,1194,1194,0,No,362,5,703.46,0.23,212.82,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-01,362,1862,1552,1552,0,No,672,5,703.46,0.23,211.57,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-02,672,1637,1395,1395,0,No,914,5,703.46,0.23,216.93,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-03,914,1867,1549,1549,0,No,1232,5,703.46,0.23,214.57,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-04,1232,1444,1219,1219,0,No,1457,5,703.46,0.23,214.26,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-05,1457,1581,1426,1426,0,No,1612,5,703.46,0.23,210.64,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-06,1612,1451,1435,1435,0,No,1628,5,703.46,0.23,212.49,6
MED0229,Sertraline 1mg Inhaler,Emergency/Critical Care,Alkem,No,2026-07,1628,1114,1382,1382,0,No,1360,5,703.46,0.23,218.81,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2025-08,466,1437,1702,1702,0,No,201,5,378.98,0.13,248.21,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2025-09,201,2078,1681,1681,0,No,598,5,378.98,0.13,249.83,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2025-10,598,1516,1629,1629,0,No,485,5,378.98,0.13,247.61,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2025-11,485,1447,1629,1629,0,No,303,5,378.98,0.13,249.92,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2025-12,303,0,1507,303,1204,Yes,0,5,378.98,0.13,244.02,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-01,0,1430,1559,1430,129,Yes,0,5,378.98,0.13,250.1,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-02,0,1692,1612,1612,0,No,80,5,378.98,0.13,250.15,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-03,80,1212,1345,1292,53,Yes,0,5,378.98,0.13,249.36,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-04,0,1013,1394,1013,381,Yes,0,5,378.98,0.13,250.7,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-05,0,2092,1748,1748,0,No,344,5,378.98,0.13,252.65,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-06,344,1633,1696,1696,0,No,281,5,378.98,0.13,245.95,6
MED0230,ORS 2.5mg Inhaler,Cardiac,Zydus,No,2026-07,281,0,1770,281,1489,Yes,0,5,378.98,0.13,248.81,6
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2025-08,627,2477,2357,2357,0,No,747,5,621.65,0.15,264.94,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2025-09,747,0,1587,747,840,Yes,0,5,621.65,0.15,260.63,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2025-10,0,1521,1497,1497,0,No,24,5,621.65,0.15,264.2,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2025-11,24,886,1186,910,276,Yes,0,5,621.65,0.15,269.58,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2025-12,0,0,1240,0,1240,Yes,0,5,621.65,0.15,274.65,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-01,0,0,1132,0,1132,Yes,0,5,621.65,0.15,275.53,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-02,0,1035,1330,1035,295,Yes,0,5,621.65,0.15,275.87,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-03,0,0,1720,0,1720,Yes,0,5,621.65,0.15,269.91,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-04,0,3196,2675,2675,0,No,521,5,594.33,0.15,274.51,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-05,521,4017,3394,3394,0,No,1144,5,594.33,0.15,270.69,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-06,1144,3864,3121,3121,0,No,1887,5,594.33,0.15,270.63,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-07,1887,2322,2067,2067,0,No,2142,5,594.33,0.15,267.03,9
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-08,971,1721,1977,1977,0,No,715,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-09,715,1875,1956,1956,0,No,634,5,647.98,0.27,145.76,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-10,634,1979,2254,2254,0,No,359,5,647.98,0.27,141.7,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-11,359,3449,2780,2780,0,No,1028,5,647.98,0.27,143.96,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-12,1028,3432,3200,3200,0,No,1260,5,647.98,0.27,142.3,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-01,1260,2975,3490,3490,0,No,745,5,647.98,0.27,137.75,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-02,745,3459,3280,3280,0,No,924,5,647.98,0.27,137.85,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-03,924,2452,2367,2367,0,No,1009,5,647.98,0.27,133.72,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-04,1009,1756,1733,1733,0,No,1032,5,647.98,0.27,131.68,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-05,1032,1531,1396,1396,0,No,1167,5,647.98,0.27,133.57,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-06,1167,1736,1426,1426,0,No,1477,5,647.98,0.27,131.57,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-07,1477,1499,1642,1642,0,No,1334,5,647.98,0.27,134.66,6
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-08,261,0,2352,261,2091,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-09,0,2220,2021,2021,0,No,199,3,36.13,0.19,129.41,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-10,199,0,1314,199,1115,Yes,0,3,36.13,0.19,127.28,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-11,0,1145,899,899,0,No,246,3,36.13,0.19,129.31,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-12,246,967,848,848,0,No,365,3,36.13,0.19,127.76,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-01,365,660,826,826,0,No,199,3,36.13,0.19,124.41,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-02,199,771,719,719,0,No,251,3,36.13,0.19,123.23,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-03,251,0,852,251,601,Yes,0,3,36.13,0.19,121.57,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-04,0,793,928,793,135,Yes,0,3,35.84,0.19,124.45,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-05,0,1035,1435,1035,400,Yes,0,3,35.84,0.19,122.88,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-06,0,1433,1856,1433,423,Yes,0,3,35.84,0.19,125.31,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-07,0,0,2436,0,2436,Yes,0,3,35.84,0.19,128.61,24
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-08,91,630,491,491,0,No,230,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-09,230,337,411,411,0,No,156,5,691.24,0.2,326.5,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-10,156,372,321,321,0,No,207,5,691.24,0.2,324.04,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-11,207,300,270,270,0,No,237,5,691.24,0.2,333.35,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-12,237,232,236,236,0,No,233,5,691.24,0.2,325.11,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-01,233,255,202,202,0,No,286,5,691.24,0.2,328.86,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-02,286,280,226,226,0,No,340,5,691.24,0.2,328.74,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-03,340,260,285,285,0,No,315,5,691.24,0.2,326.49,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-04,315,374,531,531,0,No,158,5,691.24,0.2,329.15,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-05,158,734,574,574,0,No,318,5,691.24,0.2,333.24,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-06,318,378,501,501,0,No,195,5,691.24,0.2,323.3,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-07,195,493,450,450,0,No,238,5,691.24,0.2,316.62,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-08,394,1582,1283,1283,0,No,693,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-09,693,1365,1418,1418,0,No,640,4,762.44,0.2,109.38,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-10,640,1744,1388,1388,0,No,996,4,762.44,0.2,110.51,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-11,996,0,1568,996,572,Yes,0,4,762.44,0.2,113.68,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-12,0,1019,1349,1019,330,Yes,0,4,762.44,0.2,115.45,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-01,0,1343,1529,1343,186,Yes,0,4,762.44,0.2,117.64,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-02,0,1269,1426,1269,157,Yes,0,4,762.44,0.2,117.64,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-03,0,1424,1592,1424,168,Yes,0,4,762.44,0.2,116.27,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-04,0,1749,1447,1447,0,No,302,4,762.44,0.2,113.59,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-05,302,0,1432,302,1130,Yes,0,4,762.44,0.2,115.51,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-06,0,1291,1284,1284,0,No,7,4,762.44,0.2,116.49,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-07,7,1088,1450,1095,355,Yes,0,4,762.44,0.2,113.42,12
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-08,148,478,612,612,0,No,14,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-09,14,440,613,454,159,Yes,0,4,762.34,0.27,160.34,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-10,0,758,602,602,0,No,156,4,762.34,0.27,165,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-11,156,705,639,639,0,No,222,4,762.34,0.27,165,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-12,222,695,671,671,0,No,246,4,762.34,0.27,164.31,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-01,246,735,608,608,0,No,373,4,762.34,0.27,163.88,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-02,373,511,573,573,0,No,311,4,762.34,0.27,160.91,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-03,311,0,612,311,301,Yes,0,4,762.34,0.27,159.57,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-04,0,562,577,562,15,Yes,0,4,762.34,0.27,158.24,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-05,0,650,625,625,0,No,25,4,762.34,0.27,153.68,18
