Medicine_ID,Medicine_Name,Category,Manufacturer,Is_Critical,Month,Opening_Stock,Restock_Qty,Monthly_Demand,Demand_Std_Dev,Fulfilled_Demand,Stockout_Units,Stockout_Flag,Closing_Stock,Lead_Time_Days,Unit_Cost_INR,Holding_Cost_Percent,Ordering_Cost_INR,Shelf_Life_Months
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-06,1144,3864,3121,672.7,3121,0,No,1887,5,621.65,0.15,264.94,9
MED0231,Risperidone 500mg Ointment,Antibiotic,Mankind,Yes,2026-07,1887,2322,2067,598.9,2067,0,No,2142,5,621.65,0.15,264.94,9
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-08,971,1721,1977,310.1,1977,0,No,715,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-09,715,1875,1956,415.5,1956,0,No,634,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-10,634,1979,2254,623.6,2254,0,No,359,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-11,359,3449,2780,787.8,2780,0,No,1028,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2025-12,1028,3432,3200,1025.9,3200,0,No,1260,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-01,1260,2975,3490,825.5,3490,0,No,745,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-02,745,3459,3280,1025,3280,0,No,924,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-03,924,2452,2367,557.3,2367,0,No,1009,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-04,1009,1756,1733,339.7,1733,0,No,1032,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-05,1032,1531,1396,441.2,1396,0,No,1167,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-06,1167,1736,1426,317.2,1426,0,No,1477,5,647.98,0.27,144.58,6
MED0232,ORS 2.5mg Injection,Respiratory,Aurobindo,No,2026-07,1477,1499,1642,297.9,1642,0,No,1334,5,647.98,0.27,144.58,6
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-08,261,0,2352,523.6,261,2091,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-09,0,2220,2021,318.5,2021,0,No,199,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-10,199,0,1314,249.6,199,1115,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-11,0,1145,899,215.9,899,0,No,246,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2025-12,246,967,848,239.4,848,0,No,365,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-01,365,660,826,194.1,826,0,No,199,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-02,199,771,719,116.9,719,0,No,251,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-03,251,0,852,155.7,251,601,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-04,0,793,928,223.3,793,135,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-05,0,1035,1435,363.1,1035,400,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-06,0,1433,1856,456.3,1433,423,Yes,0,3,36.13,0.19,133.59,24
MED0233,Dexamethasone 100mg Tablet,Respiratory,Sun Pharma,Yes,2026-07,0,0,2436,823.1,0,2436,Yes,0,3,36.13,0.19,133.59,24
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-08,91,630,491,81.8,491,0,No,230,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-09,230,337,411,100.4,411,0,No,156,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-10,156,372,321,106.7,321,0,No,207,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-11,207,300,270,76.2,270,0,No,237,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2025-12,237,232,236,46.6,236,0,No,233,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-01,233,255,202,62.7,202,0,No,286,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-02,286,280,226,63.2,226,0,No,340,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-03,340,260,285,80.2,285,0,No,315,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-04,315,374,531,170,531,0,No,158,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-05,158,734,574,118.4,574,0,No,318,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-06,318,378,501,122.4,501,0,No,195,5,691.24,0.2,318.28,12
MED0234,Zinc Sulphate 10mg Suspension,Gastrointestinal,Abbott,No,2026-07,195,493,450,96,450,0,No,238,5,691.24,0.2,318.28,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-08,394,1582,1283,401.1,1283,0,No,693,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-09,693,1365,1418,466.2,1418,0,No,640,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-10,640,1744,1388,467.1,1388,0,No,996,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-11,996,0,1568,426.3,996,572,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2025-12,0,1019,1349,463.7,1019,330,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-01,0,1343,1529,453.8,1343,186,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-02,0,1269,1426,220.1,1269,157,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-03,0,1424,1592,494.4,1424,168,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-04,0,1749,1447,345.8,1447,0,No,302,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-05,302,0,1432,453.3,302,1130,Yes,0,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-06,0,1291,1284,443.6,1284,0,No,7,4,762.44,0.2,107.93,12
MED0235,Adrenaline 500mg Tablet,Antidiabetic,Lupin,No,2026-07,7,1088,1450,279.9,1095,355,Yes,0,4,762.44,0.2,107.93,12
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-08,148,478,612,203.7,612,0,No,14,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-09,14,440,613,103.1,454,159,Yes,0,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-10,0,758,602,100.5,602,0,No,156,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-11,156,705,639,105.7,639,0,No,222,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2025-12,222,695,671,105.1,671,0,No,246,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-01,246,735,608,207.7,608,0,No,373,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-02,373,511,573,149.5,573,0,No,311,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-03,311,0,612,120.8,311,301,Yes,0,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-04,0,562,577,171.9,562,15,Yes,0,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-05,0,650,625,106.6,625,0,No,25,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-06,25,661,650,200.8,650,0,No,36,4,762.34,0.27,161.77,18
MED0236,Methyldopa 100mg Inhaler,Neuro/Psychiatric,Glenmark,No,2026-07,36,871,682,114.5,682,0,No,225,4,762.34,0.27,161.77,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2025-08,725,4462,5320,1791.4,5187,133,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2025-09,0,4826,3990,627.1,3990,0,No,836,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2025-10,836,0,2807,619,836,1971,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2025-11,0,2571,2259,667.1,2259,0,No,312,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2025-12,312,1890,1977,591.5,1977,0,No,225,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-01,225,1512,2017,565.2,1737,280,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-02,0,1404,1686,436.2,1404,282,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-03,0,2097,2117,389.5,2097,20,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-04,0,2320,2453,440.3,2320,133,Yes,0,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-05,0,3505,3277,996.3,3277,0,No,228,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-06,228,4310,4153,1443.8,4153,0,No,385,5,617.42,0.2,43.75,18
MED0237,Tramadol 20mg Injection,Analgesic,Glenmark,No,2026-07,385,6051,5404,1676.8,5404,0,No,1032,5,617.42,0.2,43.75,18
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2025-08,392,781,709,196.6,709,0,No,464,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2025-09,464,581,738,145.3,738,0,No,307,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2025-10,307,737,691,166.6,691,0,No,353,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2025-11,353,800,749,162.4,749,0,No,404,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2025-12,404,788,730,152.5,730,0,No,462,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-01,462,908,708,235.8,708,0,No,662,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-02,662,624,724,249.3,724,0,No,562,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-03,562,0,674,133.2,562,112,Yes,0,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-04,0,597,625,94.3,597,28,Yes,0,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-05,0,836,651,196.8,651,0,No,185,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-06,185,599,719,174.2,719,0,No,65,7,76.77,0.19,49.04,24
MED0238,Albendazole 2.5mg Drops,Respiratory,Dr Reddy's,No,2026-07,65,441,630,146.1,506,124,Yes,0,7,76.77,0.19,49.04,24
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2025-08,408,635,652,191.3,652,0,No,391,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2025-09,391,0,563,130.1,391,172,Yes,0,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2025-10,0,425,409,69.4,409,0,No,16,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2025-11,16,254,336,78.5,270,66,Yes,0,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2025-12,0,310,271,68.5,271,0,No,39,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-01,39,0,296,88.8,39,257,Yes,0,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-02,0,259,279,46.3,259,20,Yes,0,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-03,0,255,280,90.3,255,25,Yes,0,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-04,0,326,309,79.6,309,0,No,17,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-05,17,604,513,90.9,513,0,No,108,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-06,108,725,680,114.4,680,0,No,153,21,36.41,0.24,155.23,36
MED0239,Omeprazole 1g Inhaler,Vitamin/Supplement,Zydus,Yes,2026-07,153,897,817,246.9,817,0,No,233,21,36.41,0.24,155.23,36
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2025-08,121,600,804,245.4,721,83,Yes,0,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2025-09,0,699,697,148.1,697,0,No,2,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2025-10,2,678,569,86.5,569,0,No,111,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2025-11,111,525,550,102.4,550,0,No,86,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2025-12,86,304,426,112.1,390,36,Yes,0,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-01,0,545,472,147.3,472,0,No,73,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-02,73,577,466,140,466,0,No,184,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-03,184,499,560,116.7,560,0,No,123,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-04,123,888,876,217.7,876,0,No,135,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-05,135,1134,1124,224.3,1124,0,No,145,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-06,145,1099,1185,206.4,1185,0,No,59,4,525.48,0.16,99.39,9
MED0240,Nifedipine 10ml Injection,Analgesic,Cadila,No,2026-07,59,768,859,196.2,827,32,Yes,0,4,525.48,0.16,99.39,9
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2025-08,378,2303,2240,440,2240,0,No,441,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2025-09,441,2613,2125,662.9,2125,0,No,929,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2025-10,929,2618,2199,597.8,2199,0,No,1348,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2025-11,1348,2288,2225,668.9,2225,0,No,1411,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2025-12,1411,1380,1876,315.1,1876,0,No,915,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-01,915,0,1945,601.3,915,1030,Yes,0,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-02,0,2353,2018,538.4,2018,0,No,335,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-03,335,2161,2163,544.8,2163,0,No,333,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-04,333,2076,2230,734.9,2230,0,No,179,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-05,179,0,1838,501.2,179,1659,Yes,0,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-06,0,1863,2162,672.1,1863,299,Yes,0,3,543.8,0.16,173.73,24
MED0241,Fluconazole 5mg Tablet,Neuro/Psychiatric,GSK,No,2026-07,0,2500,2345,478.2,2345,0,No,155,3,543.8,0.16,173.73,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2025-08,381,1801,2557,486.2,2182,375,Yes,0,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2025-09,0,0,2118,402.4,0,2118,Yes,0,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2025-10,0,2082,2438,703.8,2082,356,Yes,0,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2025-11,0,2506,2241,631.6,2241,0,No,265,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2025-12,265,2684,2371,410,2371,0,No,578,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-01,578,2233,2386,431.9,2386,0,No,425,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-02,425,2305,2129,416.4,2129,0,No,601,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-03,601,1893,2324,453.6,2324,0,No,170,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-04,170,3214,2481,851.8,2481,0,No,903,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-05,903,2132,2383,461.1,2383,0,No,652,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-06,652,2309,1942,556.1,1942,0,No,1019,4,610.61,0.25,315.56,24
MED0242,Dexamethasone 250mg Injection,Dermatological,Sun Pharma,Yes,2026-07,1019,1845,2183,537,2183,0,No,681,4,610.61,0.25,315.56,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2025-08,299,1269,1395,270.9,1395,0,No,173,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2025-09,173,1363,1168,320.6,1168,0,No,368,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2025-10,368,975,795,239.1,795,0,No,548,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2025-11,548,760,820,189.9,820,0,No,488,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2025-12,488,820,731,133.2,731,0,No,577,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-01,577,811,697,113.7,697,0,No,691,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-02,691,608,794,165.5,794,0,No,505,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-03,505,768,963,191.4,963,0,No,310,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-04,310,1313,1290,213.3,1290,0,No,333,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-05,333,2229,1779,457.2,1779,0,No,783,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-06,783,1440,1561,326.4,1561,0,No,662,4,236.55,0.26,182.6,24
MED0243,Glimepiride 20mg Ointment,Dermatological,Biocon,No,2026-07,662,0,1202,215.8,662,540,Yes,0,4,236.55,0.26,182.6,24
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2025-08,213,1020,963,322.3,963,0,No,270,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2025-09,270,888,942,156.7,942,0,No,216,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2025-10,216,1358,1331,316.5,1331,0,No,243,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2025-11,243,0,1774,584.2,243,1531,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2025-12,0,0,1896,325.1,0,1896,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-01,0,2838,2201,471.5,2201,0,No,637,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-02,637,0,1620,418.2,637,983,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-03,0,1139,1219,311.5,1139,80,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-04,0,0,897,204.2,0,897,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-05,0,0,829,226.8,0,829,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-06,0,635,893,242.8,635,258,Yes,0,2,232.38,0.27,161.47,6
MED0244,Snake Antivenom 1g Ointment,Neuro/Psychiatric,Lupin,No,2026-07,0,992,1108,247.6,992,116,Yes,0,2,232.38,0.27,161.47,6
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2025-08,508,0,4592,1003.4,508,4084,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2025-09,0,3135,3983,1306,3135,848,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2025-10,0,2167,2746,901.9,2167,579,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2025-11,0,2344,2308,485.4,2308,0,No,36,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2025-12,36,1387,1969,662.2,1423,546,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-01,0,2025,2007,322.9,2007,0,No,18,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-02,18,2232,1771,479.8,1771,0,No,479,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-03,479,1430,1917,392.6,1909,8,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-04,0,2739,2454,702.7,2454,0,No,285,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-05,285,0,2678,858.4,285,2393,Yes,0,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-06,0,4762,4322,713.4,4322,0,No,440,3,163.26,0.12,175.62,18
MED0245,Phenytoin 10mg Inhaler,Respiratory,Dr Reddy's,Yes,2026-07,440,7200,5717,1702.9,5717,0,No,1923,3,163.26,0.12,175.62,18
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2025-08,233,1248,1038,279.5,1038,0,No,443,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2025-09,443,1146,923,240.9,923,0,No,666,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2025-10,666,1064,1137,286.2,1137,0,No,593,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2025-11,593,1249,1010,334.6,1010,0,No,832,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2025-12,832,833,909,290.9,909,0,No,756,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2026-01,756,1328,1025,313.5,1025,0,No,1059,4,570.24,0.25,96.3,36
MED0246,Cloxacillin 500mg Injection,Anesthetic,Intas,No,2026-02,1059,1002,1006,294.5,1006,0,No,1055,4,570.24,0.25,96.3,36
